signal,predictive_IC,predictive_IC_t,contemporaneous_corr,contemporaneous_t
fmom_1m,0.08255613126079446,4.618177572319311,0.9999999999999994,2.7157915378616424e+16
fmom_12_2,0.11390328151986183,5.931909916211801,0.10077720207253883,4.92887099266933
fmom_12m,0.11597582037996544,5.879428726604125,0.266580310880829,14.893410712702595
fvol_12m,0.08687392055267702,4.631536047053311,0.0906735751295337,4.9342577032237305
post_pub,0.05483715492578138,1.9491199364284613,0.054181819006605,1.9003181469167003
years_since_pub,0.02688902456615049,1.0364245889017891,0.028658637622209528,1.0979366832428694
