signal,predictive_IC,predictive_IC_t,contemporaneous_corr,contemporaneous_t,note
sig_momentum,0.03739606625540597,10.950763481955365,0.03319191829275677,11.009605906816553,
sig_liquidity,0.022515589552291094,7.906536094607534,0.02249997280925579,8.36420591634972,
sig_volatility,0.022761756765147863,9.090953667898981,0.0217496427979023,8.365573217253834,
sig_value,0.010291375178923536,4.171970040630006,0.009341014594827609,3.648382224780789,
sig_quality,0.012944556798361422,4.980744974973704,0.011500397787544327,4.360343642344549,
sig_dead,0.004755961466798886,1.896864317627085,0.003863359506949732,1.4963849898117085,
