cost_bps,learned_gamma,agent_net_sharpe,myopic_net_sharpe,advantage,agent_turnover,myopic_turnover
0,0.9221449665584484,2.607231624788177,2.628806476656031,-0.02157485186785424,0.39026221047716064,0.4235268454682812
10,0.8287948846818788,2.294939062262783,2.2927460100847714,0.0021930521780118006,0.351852015268902,0.42197593655428545
25,0.5996962237776658,1.9266516188908518,1.794850541666896,0.13180107722395573,0.267425069564404,0.4196476054808848
50,0.39273814507672017,1.5008031475057608,0.9658286979811055,0.5349744495246553,0.19506124348893653,0.41781541719686227
100,0.21254279813973373,0.9524525168065227,-0.6915879978291426,1.6440405146356651,0.12782428948451477,0.41761876583697566
