signal,IC,IC_t,ICIR,ann_ret_gross,sharpe_gross,nw_t_gross,ann_ret_net,sharpe_net,nw_t_net,one_way_turnover,n_months
sig_momentum,0.03739606625540597,10.950763481955365,0.8065441966576016,0.10171486669495566,2.540544801991446,10.5906503815015,0.08949902776878116,2.2340307887599336,9.321212321737445,0.5089297658862877,298
sig_liquidity,0.022515589552291094,7.906536094607534,0.4864410776000837,0.05939200453283035,1.4639930282899556,6.399841407973027,0.05089374949927329,1.2560533787031394,5.4924884827196,0.35438127090301,298
sig_volatility,0.022761756765147863,9.090953667898981,0.4942042607875172,0.06482825526581254,1.574774466230295,7.960271027671781,0.05270100694366488,1.2802363073764027,6.4676572518163296,0.5053511705685619,298
sig_value,0.010291375178923536,4.171970040630006,0.2305019746799072,0.028486524772348424,0.6819198336697999,3.5251833247424647,0.022913370409932313,0.5487574809196174,2.840833655899819,0.23217391304347826,298
sig_quality,0.012944556798361422,4.980744974973704,0.29182652305461965,0.03718018665446828,0.9171070315933229,4.5280007328958,0.030540723567219957,0.7533649744811175,3.7129678554861894,0.2767892976588629,298
sig_dead,0.004755961466798886,1.896864317627085,0.1134776588882313,0.015461903494885425,0.4235182990687359,1.9713936822967781,0.003459487387502876,0.09477258322783348,0.4406108396261931,0.5000668896321071,298
