model,alpha_ann,alpha_t,r2,n
elasticnet,0.11390359592980678,8.274310519419062,0.03167876915227674,168
lightgbm,0.15401979555357856,18.6709329448607,0.06102763307609438,168
icnet,0.195538140357275,19.626605082679344,0.05123056404155413,168
pulse,0.20321807940466535,20.060913172310038,0.03813588518194877,168
