variable,mean_coef,nw_tstat,n_periods
const,0.006618183658434647,2.5369857459515215,298
sig_momentum,0.00540270919948049,11.214618165141589,298
sig_liquidity,0.0032614131548529273,8.307459139300668,298
sig_volatility,0.00333150233977137,8.95484262401278,298
sig_value,0.001561645684715702,4.50593383848901,298
sig_quality,0.0019294335681362212,5.033836015955036,298
sig_dead,0.0007196260452140831,1.9487069309548555,298
