signal,in_sample_sharpe,post_sample_sharpe,post_pub_sharpe,post_sample_retention,post_pub_retention
sig_momentum,3.6427490273803396,2.160820267491971,1.450873959935653,0.6839184582001084,0.395553502395898
sig_liquidity,1.6678045976958948,3.555357698849014,0.7086888939744329,2.0376445465894353,0.45634131283645857
sig_volatility,1.6390319288688868,2.06695002962231,1.3571936262418443,1.1049222596352402,0.6826299315409254
sig_value,0.8770071598720219,1.146111844545695,0.11032649033657707,0.8845233980615914,0.11507271790046271
sig_quality,1.0655012588798771,1.5077368180966544,0.27040655343013076,1.4450230139212756,0.24164222757594872
sig_dead,0.586205176063482,1.1464128779021105,-0.014839739026444204,1.966698682725975,-0.028109973756503207
