,importance
sig_momentum,0.0063717809260873046
sig_volatility,0.003705163257139577
sig_liquidity,0.003482734340411899
sig_quality,0.0019813318801014013
sig_value,0.0018298549747367712
sig_dead,0.00083840651921024
